Developer ID,Primary Strength,Date,Task Type,Task ID,System Context (What to do),Specific Focus & Deliverables,Intended UAT / Daily Goal
DEV-4,ai_platform_and_observability,2026-03-15,API,API-13,API/Backend: Develop REST API endpoints to serve data to the frontend UI.,"Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",replay endpoint regression and performance check
DEV-4,ai_platform_and_observability,2026-03-15,API,API-14,API/Backend: Develop REST API endpoints to serve data to the frontend UI.,"Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",replay endpoint regression and performance check
DEV-4,ai_platform_and_observability,2026-03-15,API,API-15,API/Backend: Develop REST API endpoints to serve data to the frontend UI.,"Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",replay endpoint regression and performance check
DEV-5,frontend_incidents_zones,2026-03-09,AUTH,AUTH-03,Security: Implement Authentication (JWT) and Role-Based Access Control to secure the platform.,Focus: Security and auth (Expected: JWT issuance/verification + refresh; RBAC protections on APIs; API key and optional proxy-auth integration),proxy-auth decision and fixture baseline
DEV-5,frontend_incidents_zones,2026-03-09,TEST,TEST-01,"Quality Assurance: Write unit, integration, and End-to-End tests to prevent regressions.","Focus: Watchdog, observability, and release quality (Expected: Camera restart watchdogs + health monitors; Prometheus/metrics exposure; Seed data + passing tests + birdseye output)",proxy-auth decision and fixture baseline
DEV-5,frontend_incidents_zones,2026-03-10,TEST,TEST-02,"Quality Assurance: Write unit, integration, and End-to-End tests to prevent regressions.","Focus: Watchdog, observability, and release quality (Expected: Camera restart watchdogs + health monitors; Prometheus/metrics exposure; Seed data + passing tests + birdseye output)",queue/api tests with mocks
DEV-5,frontend_incidents_zones,2026-03-10,TEST,TEST-05,"Quality Assurance: Write unit, integration, and End-to-End tests to prevent regressions.","Focus: Watchdog, observability, and release quality (Expected: Camera restart watchdogs + health monitors; Prometheus/metrics exposure; Seed data + passing tests + birdseye output)",queue/api tests with mocks
DEV-5,frontend_incidents_zones,2026-03-11,REC,REC-10,"Video Storage: Manage FFmpeg video ingestion, segmenting raw streams, and writing segments to the Database.",Focus: Retention and cleanup (Expected: Old segments cleaned by policy; Incident auto-resolve cleanup implemented),cleanup worker and incident auto-resolve
DEV-5,frontend_incidents_zones,2026-03-11,REC,REC-11,"Video Storage: Manage FFmpeg video ingestion, segmenting raw streams, and writing segments to the Database.",Focus: Retention and cleanup (Expected: Old segments cleaned by policy; Incident auto-resolve cleanup implemented),cleanup worker and incident auto-resolve
DEV-5,frontend_incidents_zones,2026-03-11,DB,DB-09,"Database Management: Write migrations, schema updates, or handle cleanup scripts for the PostgreSQL DB.",Focus: Retention and cleanup (Expected: Old segments cleaned by policy; Incident auto-resolve cleanup implemented),cleanup worker and incident auto-resolve
DEV-5,frontend_incidents_zones,2026-03-12,PIPE,PIPE-12,Message Queues/Workers: Handle background queue transitions and worker processes to pipe events reliably.,Focus: Retention and cleanup (Expected: Old segments cleaned by policy; Incident auto-resolve cleanup implemented),retention + advanced detection controls
DEV-5,frontend_incidents_zones,2026-03-12,DET,DET-05,"AI Vision/Detection: Work on the core object detection pipeline, maintaining track states (START/LOITER/END).",Focus: Detection and decision hardening (Expected: Stable START/UPDATE/LOITERING/END behavior; Stationary/speed/audio backlog reduced to implemented-or-feature-flagged; Decision pipeline stores consistent Detection/Incident records),retention + advanced detection controls
DEV-5,frontend_incidents_zones,2026-03-12,DET,DET-06,"AI Vision/Detection: Work on the core object detection pipeline, maintaining track states (START/LOITER/END).",Focus: Detection and decision hardening (Expected: Stable START/UPDATE/LOITERING/END behavior; Stationary/speed/audio backlog reduced to implemented-or-feature-flagged; Decision pipeline stores consistent Detection/Incident records),retention + advanced detection controls
DEV-5,frontend_incidents_zones,2026-03-13,ZONE,ZONE-01,Spatial Logic: Manage camera Zones (polygons) so the system knows where to detect specific events.,Focus: Zone management (Expected: Full Zone CRUD API; Polygon validation + Redis hot-reload; Interactive zones UI),zones UI polish with auth
DEV-5,frontend_incidents_zones,2026-03-13,ZONE,ZONE-02,Spatial Logic: Manage camera Zones (polygons) so the system knows where to detect specific events.,Focus: Zone management (Expected: Full Zone CRUD API; Polygon validation + Redis hot-reload; Interactive zones UI),zones UI polish with auth
DEV-5,frontend_incidents_zones,2026-03-13,DCFG,DCFG-04,UI/Incidents: Build out the frontend Dashboard and Incident review screens.,Focus: Zone management (Expected: Full Zone CRUD API; Polygon validation + Redis hot-reload; Interactive zones UI),zones UI polish with auth
DEV-5,frontend_incidents_zones,2026-03-13,DCFG,DCFG-05,UI/Incidents: Build out the frontend Dashboard and Incident review screens.,Focus: Zone management (Expected: Full Zone CRUD API; Polygon validation + Redis hot-reload; Interactive zones UI),zones UI polish with auth
DEV-5,frontend_incidents_zones,2026-03-14,API,API-16,API/Backend: Develop REST API endpoints to serve data to the frontend UI.,Focus: Incidents workflow (Expected: Incident detail + resolve/annotate endpoints; Incidents UI with filters and resolve action),incidents UI/API final integration
DEV-5,frontend_incidents_zones,2026-03-14,API,API-17,API/Backend: Develop REST API endpoints to serve data to the frontend UI.,Focus: Incidents workflow (Expected: Incident detail + resolve/annotate endpoints; Incidents UI with filters and resolve action),incidents UI/API final integration
DEV-5,frontend_incidents_zones,2026-03-14,DCFG,DCFG-01,UI/Incidents: Build out the frontend Dashboard and Incident review screens.,Focus: Incidents workflow (Expected: Incident detail + resolve/annotate endpoints; Incidents UI with filters and resolve action),incidents UI/API final integration
DEV-5,frontend_incidents_zones,2026-03-14,DCFG,DCFG-02,UI/Incidents: Build out the frontend Dashboard and Incident review screens.,Focus: Incidents workflow (Expected: Incident detail + resolve/annotate endpoints; Incidents UI with filters and resolve action),incidents UI/API final integration
DEV-5,frontend_incidents_zones,2026-03-15,DNVR,DNVR-08,"Playback/NVR: Implement the Digital NVR logic (HLS player, timeline, deep-linking) to play recorded video.","Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",incident to replay deep-link QA
DEV-5,frontend_incidents_zones,2026-03-15,DNVR,DNVR-07,"Playback/NVR: Implement the Digital NVR logic (HLS player, timeline, deep-linking) to play recorded video.","Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",incident to replay deep-link QA
DEV-6,frontend_recordings_and_rag,2026-03-09,VLM,VLM-07,"GenAI/Chat: Integrate Vision-Language Models (OpenAI, Gemini) for incident summaries, embeddings, and chat search.","Focus: VLM, embeddings, and chat/search (Expected: Multi-provider VLM support (OpenAI + Gemini + Ollama/LlamaCpp); Chat/search endpoints and embedding pipeline; Structured summaries + semantic retrieval)",embedding pipeline and vector storage integration
DEV-6,frontend_recordings_and_rag,2026-03-09,VLM,VLM-08,"GenAI/Chat: Integrate Vision-Language Models (OpenAI, Gemini) for incident summaries, embeddings, and chat search.","Focus: VLM, embeddings, and chat/search (Expected: Multi-provider VLM support (OpenAI + Gemini + Ollama/LlamaCpp); Chat/search endpoints and embedding pipeline; Structured summaries + semantic retrieval)",embedding pipeline and vector storage integration
DEV-6,frontend_recordings_and_rag,2026-03-10,VLM,VLM-09,"GenAI/Chat: Integrate Vision-Language Models (OpenAI, Gemini) for incident summaries, embeddings, and chat search.","Focus: VLM, embeddings, and chat/search (Expected: Multi-provider VLM support (OpenAI + Gemini + Ollama/LlamaCpp); Chat/search endpoints and embedding pipeline; Structured summaries + semantic retrieval)",face/LPR hooks and chat grounding
DEV-6,frontend_recordings_and_rag,2026-03-10,VLM,VLM-05,"GenAI/Chat: Integrate Vision-Language Models (OpenAI, Gemini) for incident summaries, embeddings, and chat search.","Focus: VLM, embeddings, and chat/search (Expected: Multi-provider VLM support (OpenAI + Gemini + Ollama/LlamaCpp); Chat/search endpoints and embedding pipeline; Structured summaries + semantic retrieval)",face/LPR hooks and chat grounding
DEV-6,frontend_recordings_and_rag,2026-03-11,REC,REC-01,"Video Storage: Manage FFmpeg video ingestion, segmenting raw streams, and writing segments to the Database.",Focus: Recording and replay data plane (Expected: Segment rows written to DB; Detection-to-segment linkage; Thumbnail/clip generation hooks active),recording ingestion support in rotated flow
DEV-6,frontend_recordings_and_rag,2026-03-11,REC,REC-02,"Video Storage: Manage FFmpeg video ingestion, segmenting raw streams, and writing segments to the Database.",Focus: Recording and replay data plane (Expected: Segment rows written to DB; Detection-to-segment linkage; Thumbnail/clip generation hooks active),recording ingestion support in rotated flow
DEV-6,frontend_recordings_and_rag,2026-03-11,REC,REC-03,"Video Storage: Manage FFmpeg video ingestion, segmenting raw streams, and writing segments to the Database.",Focus: Recording and replay data plane (Expected: Segment rows written to DB; Detection-to-segment linkage; Thumbnail/clip generation hooks active),recording ingestion support in rotated flow
DEV-6,frontend_recordings_and_rag,2026-03-12,REC,REC-06,"Video Storage: Manage FFmpeg video ingestion, segmenting raw streams, and writing segments to the Database.",Focus: Recording and replay data plane (Expected: Segment rows written to DB; Detection-to-segment linkage; Thumbnail/clip generation hooks active),recording metadata correctness
DEV-6,frontend_recordings_and_rag,2026-03-12,REC,REC-07,"Video Storage: Manage FFmpeg video ingestion, segmenting raw streams, and writing segments to the Database.",Focus: Recording and replay data plane (Expected: Segment rows written to DB; Detection-to-segment linkage; Thumbnail/clip generation hooks active),recording metadata correctness
DEV-6,frontend_recordings_and_rag,2026-03-12,REC,REC-09,"Video Storage: Manage FFmpeg video ingestion, segmenting raw streams, and writing segments to the Database.",Focus: Recording and replay data plane (Expected: Segment rows written to DB; Detection-to-segment linkage; Thumbnail/clip generation hooks active),recording metadata correctness
DEV-6,frontend_recordings_and_rag,2026-03-13,DNVR,DNVR-01,"Playback/NVR: Implement the Digital NVR logic (HLS player, timeline, deep-linking) to play recorded video.","Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",recordings page full shell + playback + timeline
DEV-6,frontend_recordings_and_rag,2026-03-13,DNVR,DNVR-02,"Playback/NVR: Implement the Digital NVR logic (HLS player, timeline, deep-linking) to play recorded video.","Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",recordings page full shell + playback + timeline
DEV-6,frontend_recordings_and_rag,2026-03-13,DNVR,DNVR-03,"Playback/NVR: Implement the Digital NVR logic (HLS player, timeline, deep-linking) to play recorded video.","Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",recordings page full shell + playback + timeline
DEV-6,frontend_recordings_and_rag,2026-03-13,DNVR,DNVR-04,"Playback/NVR: Implement the Digital NVR logic (HLS player, timeline, deep-linking) to play recorded video.","Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",recordings page full shell + playback + timeline
DEV-6,frontend_recordings_and_rag,2026-03-14,DNVR,DNVR-05,"Playback/NVR: Implement the Digital NVR logic (HLS player, timeline, deep-linking) to play recorded video.",Focus: Recording and replay data plane (Expected: Segment rows written to DB; Detection-to-segment linkage; Thumbnail/clip generation hooks active),bbox overlay + events-only filtering + API integration
DEV-6,frontend_recordings_and_rag,2026-03-14,DNVR,DNVR-06,"Playback/NVR: Implement the Digital NVR logic (HLS player, timeline, deep-linking) to play recorded video.","Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",bbox overlay + events-only filtering + API integration
DEV-6,frontend_recordings_and_rag,2026-03-14,API,API-12,API/Backend: Develop REST API endpoints to serve data to the frontend UI.,"Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",bbox overlay + events-only filtering + API integration
DEV-6,frontend_recordings_and_rag,2026-03-14,API,API-13,API/Backend: Develop REST API endpoints to serve data to the frontend UI.,"Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",bbox overlay + events-only filtering + API integration
DEV-6,frontend_recordings_and_rag,2026-03-15,API,API-14,API/Backend: Develop REST API endpoints to serve data to the frontend UI.,"Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",incident replay final QA and demo script
DEV-6,frontend_recordings_and_rag,2026-03-15,API,API-15,API/Backend: Develop REST API endpoints to serve data to the frontend UI.,"Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",incident replay final QA and demo script
DEV-6,frontend_recordings_and_rag,2026-03-15,DNVR,DNVR-08,"Playback/NVR: Implement the Digital NVR logic (HLS player, timeline, deep-linking) to play recorded video.","Focus: Recordings and replay UX (Expected: Segment list, playlist, timeline, replay endpoints; Recordings page with HLS player + timeline + incident deep link)",incident replay final QA and demo script
